Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Lead_Time,Total Nights,Checkin_Month,Checkin_Day_of_Week,Is_Weekend,Total_Guests
F,29,caucasian,Mid-School,50K -- 100K,East,Resort,2,1,1,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,20,173,86,1,7,3,0,4
M,21,Latino,College,>100K,West,Airport Hotels,1,2,0,HB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,No,0,149,51,1,7,3,0,3
F,42,African American,College,50K -- 100K,East,Airport Hotels,1,1,0,HB,No,No,Refundable,Online,Yes,Check-Out,No,0,219,123,1,7,3,0,2
F,43,Asian American,Mid-School,25K --50K,South,City Hotel,2,1,0,BB,Yes,Yes,No Deposit,Online,No,No-Show,Yes,5,240,180,3,7,3,0,3
M,58,Asian American,College,<25K,North,City Hotel,3,1,0,HB,No,No,Refundable,Online,No,Check-Out,Yes,25,237,55,2,7,3,0,4
M,35,African American,High-School,>100K,East,City Hotel,2,2,0,BB,No,No,No Deposit,Direct,No,No-Show,Yes,10,140,119,1,7,4,0,4
F,38,caucasian,Grad,25K --50K,South,City Hotel,3,2,1,HB,Yes,No,Refundable,Online,Yes,No-Show,Yes,10,203,98,1,7,4,0,6
F,37,Asian American,Mid-School,<25K,North,Resort,2,2,0,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,30,214,182,1,7,4,0,4
F,38,African American,Grad,25K --50K,South,City Hotel,2,2,1,HB,No,No,No Deposit,Online,No,Check-Out,No,0,243,2,2,7,4,0,5
M,22,caucasian,College,>100K,West,City Hotel,3,1,1,BB,No,No,No Deposit,Direct,Yes,Canceled,Yes,20,172,127,3,7,4,0,5
F,32,Latino,High-School,50K -- 100K,West,Airport Hotels,1,1,0,BB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,5,144,173,1,7,4,0,2
F,24,Asian American,Mid-School,>100K,South,City Hotel,2,2,2,FB,No,No,No Deposit,Online,No,Check-Out,Yes,40,119,38,1,7,4,0,6
M,57,African American,Mid-School,50K -- 100K,North,Airport Hotels,3,1,2,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,139,215,2,7,4,0,6
M,68,caucasian,College,<25K,West,City Hotel,3,2,0,HB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,20,128,128,1,7,4,0,5
F,57,caucasian,College,50K -- 100K,West,Airport Hotels,2,1,0,FB,No,No,Refundable,Agent,Yes,Check-Out,No,0,221,131,2,7,4,0,3
F,36,African American,High-School,<25K,East,Airport Hotels,2,3,1,HB,Yes,Yes,No Deposit,Online,Yes,Canceled,No,0,185,65,1,7,4,0,6
F,50,African American,College,50K -- 100K,East,Airport Hotels,2,1,0,BB,No,No,Non-Refundable,Agent,Yes,Canceled,Yes,5,112,108,2,7,4,0,3
M,54,Latino,High-School,50K -- 100K,North,City Hotel,2,1,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,20,246,139,2,6,5,1,3
M,54,caucasian,College,25K --50K,South,Resort,1,2,1,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,No,0,218,85,3,7,4,0,4
F,45,Asian American,Mid-School,<25K,West,Airport Hotels,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,240,80,2,7,4,0,3
F,61,caucasian,Grad,<25K,West,Airport Hotels,4,2,1,FB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,15,161,64,1,7,4,0,7
M,21,Latino,High-School,50K -- 100K,South,Resort,2,2,0,BB,No,No,No Deposit,Direct,No,Canceled,Yes,10,170,75,2,7,4,0,4
M,69,African American,High-School,<25K,South,Airport Hotels,2,2,0,HB,Yes,No,No Deposit,Online,No,Check-Out,Yes,20,220,111,2,7,4,0,4
M,23,African American,College,<25K,East,Airport Hotels,3,2,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,15,245,25,2,7,4,0,5
F,32,Asian American,College,<25K,West,Resort,2,2,1,HB,No,No,No Deposit,Agent,No,No-Show,Yes,10,185,128,2,7,4,0,5
F,21,African American,Grad,50K -- 100K,West,Airport Hotels,2,1,2,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,128,54,2,7,4,0,5
M,24,African American,Mid-School,<25K,West,City Hotel,2,2,0,HB,No,No,No Deposit,Online,Yes,No-Show,Yes,5,204,185,1,7,4,0,4
M,27,African American,Grad,25K --50K,South,Airport Hotels,2,2,0,BB,No,No,Refundable,Agent,Yes,Canceled,Yes,10,149,83,4,7,4,0,4
M,62,African American,College,25K --50K,West,City Hotel,1,2,0,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,20,178,44,2,7,4,0,3
F,31,Latino,Mid-School,25K --50K,West,Resort,2,1,0,FB,No,No,No Deposit,Online,No,Canceled,Yes,20,106,101,3,7,5,1,3
F,65,African American,College,50K -- 100K,East,Resort,3,2,0,BB,Yes,No,Refundable,Online,Yes,No-Show,Yes,10,139,17,1,7,5,1,5
F,46,Latino,High-School,25K --50K,South,Resort,1,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,20,110,32,1,7,5,1,4
F,68,Asian American,Mid-School,25K --50K,West,City Hotel,2,1,0,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,25,235,49,1,7,5,1,3
F,65,Latino,College,25K --50K,North,Airport Hotels,1,2,0,FB,No,No,No Deposit,Agent,Yes,Check-Out,No,0,116,151,1,7,5,1,3
M,30,Latino,High-School,50K -- 100K,South,Airport Hotels,2,2,0,HB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,15,157,98,4,7,5,1,4
M,53,African American,College,<25K,West,City Hotel,4,2,1,FB,No,No,No Deposit,Direct,No,Check-Out,Yes,20,142,121,1,7,5,1,7
M,32,caucasian,College,50K -- 100K,North,City Hotel,2,2,0,HB,No,No,No Deposit,Direct,Yes,No-Show,No,0,205,45,3,7,5,1,4
M,43,Latino,High-School,50K -- 100K,South,Airport Hotels,1,2,0,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,40,231,167,3,7,5,1,3
F,20,African American,Grad,50K -- 100K,West,Resort,1,1,0,BB,Yes,No,No Deposit,Online,Yes,Canceled,No,0,133,117,3,7,5,1,2
F,63,Asian American,High-School,25K --50K,North,City Hotel,5,3,0,HB,No,No,No Deposit,Direct,No,Check-Out,Yes,5,243,60,2,7,5,1,8
F,50,caucasian,College,50K -- 100K,South,Airport Hotels,2,1,0,FB,No,No,Non-Refundable,Online,No,Check-Out,Yes,20,130,189,3,7,5,1,3
M,36,African American,Grad,50K -- 100K,West,Resort,2,2,1,FB,Yes,No,Non-Refundable,Agent,Yes,No-Show,Yes,20,184,61,1,7,5,1,5
M,37,Latino,College,25K --50K,East,Airport Hotels,3,3,2,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,30,242,26,4,7,5,1,8
F,63,African American,College,50K -- 100K,South,Airport Hotels,2,2,0,BB,No,No,Refundable,Direct,Yes,No-Show,No,0,154,82,1,7,5,1,4
F,68,Latino,College,25K --50K,South,City Hotel,2,2,0,HB,No,No,Refundable,Direct,Yes,Check-Out,Yes,40,216,41,3,7,5,1,4
F,34,Latino,Grad,50K -- 100K,South,City Hotel,2,1,0,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,10,239,118,1,7,5,1,3
M,30,Asian American,Grad,25K --50K,West,Resort,2,3,0,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,40,194,170,1,7,5,1,5
M,36,African American,College,50K -- 100K,South,City Hotel,2,1,0,HB,No,No,Non-Refundable,Online,No,Check-Out,Yes,5,119,77,2,7,5,1,3
F,26,African American,College,25K --50K,East,Resort,2,1,0,BB,No,No,Non-Refundable,Online,No,Canceled,No,0,180,81,3,7,5,1,3
F,18,Latino,Grad,>100K,South,City Hotel,5,1,2,HB,No,No,No Deposit,Online,No,Check-Out,Yes,25,168,79,1,7,5,1,8
F,54,caucasian,College,50K -- 100K,North,Airport Hotels,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,241,155,1,7,5,1,3
F,41,caucasian,High-School,25K --50K,East,City Hotel,3,2,1,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,10,209,77,1,7,5,1,6
F,44,Asian American,High-School,<25K,West,Resort,3,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,155,128,1,7,5,1,5
F,27,caucasian,College,>100K,East,City Hotel,3,3,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,20,108,141,1,7,5,1,6
F,46,Asian American,College,50K -- 100K,West,Airport Hotels,3,2,1,FB,Yes,Yes,No Deposit,Online,No,Check-Out,Yes,5,160,129,1,7,5,1,6
M,33,African American,College,>100K,South,Airport Hotels,2,1,0,BB,No,No,No Deposit,Online,No,Canceled,No,0,144,163,4,7,5,1,3
M,27,caucasian,High-School,50K -- 100K,North,Resort,2,2,0,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,174,163,3,7,5,1,4
M,57,caucasian,High-School,50K -- 100K,South,City Hotel,1,1,1,BB,No,No,Non-Refundable,Online,Yes,No-Show,Yes,15,247,47,1,7,5,1,3
F,60,Latino,Grad,25K --50K,South,Resort,1,2,0,BB,Yes,Yes,No Deposit,Online,No,Check-Out,Yes,20,241,123,4,7,5,1,3
F,39,Latino,High-School,>100K,South,Resort,2,2,0,BB,Yes,No,No Deposit,Online,No,Canceled,Yes,10,214,27,1,7,5,1,4
M,41,African American,College,50K -- 100K,North,Airport Hotels,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,137,30,2,7,5,1,4
M,40,Asian American,College,50K -- 100K,South,Resort,2,3,0,FB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,Yes,30,229,191,1,7,5,1,5
F,49,caucasian,High-School,25K --50K,North,Airport Hotels,2,3,2,HB,No,No,No Deposit,Online,No,Check-Out,Yes,10,128,185,2,7,5,1,7
F,50,caucasian,College,25K --50K,South,Resort,5,3,1,FB,Yes,Yes,No Deposit,Direct,Yes,Check-Out,Yes,10,180,102,2,7,5,1,9
F,33,African American,College,25K --50K,South,City Hotel,2,3,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,229,210,1,7,5,1,5
M,28,African American,Grad,25K --50K,West,Resort,1,2,0,FB,Yes,Yes,Refundable,Online,Yes,Check-Out,Yes,10,237,119,2,7,5,1,3
F,68,Latino,College,25K --50K,East,Resort,4,3,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,232,113,2,7,5,1,7
M,52,Latino,Grad,>100K,South,Airport Hotels,3,1,1,FB,Yes,No,No Deposit,Direct,Yes,Canceled,Yes,25,215,191,2,7,5,1,5
M,59,Latino,Mid-School,<25K,West,Airport Hotels,1,2,1,FB,No,No,Refundable,Online,No,Check-Out,Yes,5,239,3,2,7,5,1,4
M,43,African American,Grad,<25K,East,City Hotel,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,183,45,1,7,5,1,4
M,58,Latino,High-School,>100K,West,Resort,1,2,1,BB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,25,192,119,3,7,5,1,4
F,37,Latino,College,25K --50K,West,Resort,3,1,0,FB,No,No,No Deposit,Online,No,Check-Out,Yes,10,195,93,4,7,5,1,4
M,67,Asian American,College,25K --50K,West,Resort,5,2,1,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,225,104,1,7,5,1,8
F,38,caucasian,Grad,>100K,West,Resort,3,1,2,HB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,20,231,120,1,7,5,1,6
M,66,Asian American,High-School,50K -- 100K,North,Airport Hotels,3,1,1,HB,No,No,No Deposit,Agent,No,Check-Out,Yes,30,152,208,2,7,6,1,5
F,30,caucasian,College,50K -- 100K,North,Airport Hotels,2,1,0,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,186,42,3,7,5,1,3
F,18,caucasian,Grad,25K --50K,South,City Hotel,2,2,1,HB,Yes,Yes,No Deposit,Agent,Yes,Canceled,No,0,203,75,1,7,6,1,5
F,25,Asian American,Grad,>100K,West,Resort,5,1,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,126,23,2,8,3,0,6
M,46,caucasian,High-School,50K -- 100K,East,City Hotel,2,1,1,FB,Yes,No,No Deposit,Direct,No,Canceled,No,0,171,36,3,7,5,1,4
F,51,caucasian,Mid-School,50K -- 100K,South,City Hotel,1,2,0,HB,No,No,No Deposit,Online,Yes,Canceled,No,0,172,23,4,7,6,1,3
F,63,Asian American,High-School,25K --50K,South,City Hotel,2,2,1,HB,No,No,No Deposit,Agent,Yes,Canceled,Yes,15,129,86,1,7,5,1,5
M,30,caucasian,College,50K -- 100K,South,City Hotel,1,1,0,HB,No,No,Refundable,Direct,No,Check-Out,Yes,5,224,26,2,7,5,1,2
F,35,Asian American,Mid-School,50K -- 100K,West,Airport Hotels,2,1,0,HB,Yes,Yes,Refundable,Direct,Yes,Check-Out,No,0,210,72,1,7,6,1,3
M,47,Latino,High-School,<25K,North,City Hotel,3,2,0,FB,No,No,Non-Refundable,Online,Yes,Canceled,Yes,20,102,48,1,7,6,1,5
M,22,African American,Mid-School,25K --50K,West,City Hotel,2,2,2,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,162,188,1,7,6,1,6
M,54,caucasian,High-School,>100K,South,Airport Hotels,3,1,0,BB,Yes,No,No Deposit,Direct,No,Canceled,No,0,246,7,3,7,6,1,4
M,61,African American,College,25K --50K,South,City Hotel,2,2,1,FB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,10,222,2,1,7,6,1,5
M,34,Latino,Grad,50K -- 100K,North,Airport Hotels,4,1,0,BB,Yes,No,Refundable,Agent,No,Canceled,Yes,10,236,53,2,7,6,1,5
M,25,African American,High-School,50K -- 100K,South,Airport Hotels,3,2,0,HB,Yes,No,No Deposit,Direct,Yes,Canceled,No,0,166,38,3,7,6,1,5
M,62,Asian American,Mid-School,50K -- 100K,North,Airport Hotels,1,2,0,BB,Yes,No,No Deposit,Direct,Yes,No-Show,Yes,10,142,113,1,7,6,1,3
M,64,African American,Mid-School,<25K,South,City Hotel,3,1,0,FB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,116,41,3,7,6,1,4
F,67,African American,Mid-School,25K --50K,South,Airport Hotels,5,2,1,HB,Yes,No,Refundable,Agent,Yes,Canceled,Yes,10,222,142,3,7,6,1,8
F,70,Asian American,College,>100K,South,Airport Hotels,2,3,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,5,104,65,3,7,6,1,5
M,18,Latino,Mid-School,50K -- 100K,South,City Hotel,1,3,1,BB,No,No,No Deposit,Online,Yes,Canceled,No,0,101,6,1,7,6,1,5
F,35,Latino,Grad,<25K,West,City Hotel,3,2,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,25,246,199,1,8,5,1,5
F,61,caucasian,College,<25K,East,Resort,3,1,1,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,10,219,132,1,7,6,1,5
M,18,Latino,College,50K -- 100K,West,City Hotel,2,3,0,FB,Yes,Yes,No Deposit,Direct,Yes,No-Show,Yes,25,130,94,2,7,6,1,5
F,18,African American,High-School,<25K,South,Airport Hotels,4,2,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,25,150,113,1,7,6,1,6
M,35,caucasian,College,<25K,South,Airport Hotels,4,1,0,HB,No,No,Refundable,Online,Yes,Check-Out,No,0,133,28,4,7,6,1,5
M,22,caucasian,Mid-School,>100K,East,Airport Hotels,3,2,0,BB,Yes,No,No Deposit,Direct,Yes,Canceled,Yes,25,153,61,3,7,6,1,5
F,40,caucasian,College,<25K,North,Resort,1,1,0,BB,No,No,Refundable,Direct,Yes,Canceled,Yes,5,215,44,2,7,6,1,2
F,37,African American,College,25K --50K,West,Airport Hotels,1,1,0,FB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,20,202,175,1,7,6,1,2
F,69,caucasian,Mid-School,25K --50K,East,City Hotel,1,2,1,HB,No,No,Refundable,Online,Yes,Canceled,No,0,195,87,2,7,6,1,4
F,44,Asian American,Mid-School,25K --50K,East,Resort,2,2,1,BB,No,No,No Deposit,Agent,Yes,Check-Out,No,0,102,66,2,7,6,1,5
F,47,caucasian,High-School,<25K,North,Resort,3,3,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,227,136,3,7,6,1,6
M,35,Latino,College,<25K,South,Airport Hotels,2,1,0,FB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,249,66,3,7,6,1,3
F,58,African American,Grad,<25K,East,Airport Hotels,3,1,1,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,5,214,45,1,7,6,1,5
F,40,African American,College,>100K,South,City Hotel,4,3,1,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,159,149,3,7,6,1,8
F,24,African American,High-School,<25K,North,Airport Hotels,5,1,2,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,20,140,60,2,7,6,1,8
F,38,Latino,High-School,50K -- 100K,West,City Hotel,3,1,0,FB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,5,178,18,2,7,6,1,4
F,22,African American,College,25K --50K,West,Resort,1,1,0,FB,No,No,No Deposit,Online,Yes,Check-Out,No,0,140,168,3,7,6,1,2
M,53,caucasian,Grad,>100K,West,Airport Hotels,1,2,0,HB,Yes,No,No Deposit,Online,Yes,Check-Out,No,0,132,91,2,7,6,1,3
M,28,Asian American,High-School,<25K,West,Resort,2,3,0,FB,Yes,No,Non-Refundable,Agent,Yes,Canceled,Yes,10,202,207,3,7,6,1,5
M,23,Latino,College,25K --50K,West,Airport Hotels,3,1,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,5,125,98,2,7,6,1,4
M,26,Latino,College,<25K,South,City Hotel,4,3,2,HB,No,No,Non-Refundable,Agent,Yes,Check-Out,Yes,5,247,182,1,7,6,1,9
F,43,African American,College,50K -- 100K,East,Airport Hotels,2,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,20,147,102,1,7,6,1,3
F,19,African American,College,25K --50K,North,Airport Hotels,1,3,0,HB,No,No,No Deposit,Online,No,No-Show,Yes,10,147,60,1,7,6,1,4
F,22,caucasian,College,<25K,South,Airport Hotels,1,1,0,HB,No,No,Non-Refundable,Online,Yes,Canceled,Yes,10,136,18,2,7,6,1,2
M,22,Asian American,Grad,25K --50K,South,Resort,3,2,0,FB,Yes,No,Refundable,Direct,No,Check-Out,No,0,128,209,1,7,6,1,5
F,30,African American,High-School,<25K,West,City Hotel,2,1,0,HB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,15,211,144,1,8,1,0,3
F,56,Latino,Mid-School,>100K,East,Airport Hotels,1,1,1,HB,No,No,No Deposit,Online,No,Check-Out,Yes,5,212,33,1,8,2,0,3
F,60,caucasian,Grad,<25K,East,Resort,2,2,1,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,174,201,1,7,6,1,5
F,59,Latino,College,50K -- 100K,East,Airport Hotels,3,2,1,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,15,100,151,1,7,6,1,6
F,56,Asian American,College,25K --50K,South,City Hotel,2,2,0,HB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,106,138,3,7,6,1,4
M,69,African American,College,<25K,North,Airport Hotels,1,3,0,BB,No,No,No Deposit,Online,No,Canceled,Yes,5,169,35,1,8,0,0,4
M,58,Latino,Mid-School,25K --50K,South,City Hotel,5,2,0,BB,No,No,No Deposit,Online,Yes,No-Show,No,0,109,139,4,8,0,0,7
M,49,Asian American,Grad,50K -- 100K,East,Resort,2,1,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,20,146,219,2,8,0,0,3
M,39,African American,Grad,50K -- 100K,North,Airport Hotels,1,2,1,FB,No,No,No Deposit,Agent,Yes,Check-Out,No,0,132,60,2,8,0,0,4
M,54,Asian American,Mid-School,50K -- 100K,South,City Hotel,5,1,1,BB,Yes,No,Refundable,Direct,No,Canceled,Yes,20,198,68,2,8,0,0,7
M,51,caucasian,College,25K --50K,North,Airport Hotels,2,2,1,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,20,231,207,1,8,0,0,5
M,62,Latino,College,50K -- 100K,East,Airport Hotels,1,1,0,HB,No,No,Refundable,Online,Yes,Canceled,Yes,30,235,71,2,8,0,0,2
F,19,Latino,Mid-School,>100K,South,City Hotel,1,2,0,FB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,10,130,145,1,8,0,0,3
M,18,caucasian,Mid-School,50K -- 100K,North,Airport Hotels,2,1,1,HB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,40,247,84,1,8,0,0,4
F,62,Latino,Grad,25K --50K,North,Airport Hotels,4,2,0,FB,No,No,No Deposit,Direct,No,Check-Out,Yes,10,121,46,1,8,0,0,6
F,56,Latino,College,25K --50K,South,Resort,1,1,1,FB,No,No,No Deposit,Online,Yes,Check-Out,No,0,165,220,2,8,0,0,3
M,62,Latino,High-School,>100K,North,Airport Hotels,2,2,0,FB,No,No,Non-Refundable,Direct,Yes,No-Show,Yes,25,172,70,2,8,0,0,4
F,47,African American,College,50K -- 100K,West,City Hotel,1,1,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,5,227,183,4,8,0,0,2
M,70,Asian American,College,>100K,East,Airport Hotels,1,1,1,HB,No,No,Refundable,Agent,No,Check-Out,Yes,20,228,139,1,8,0,0,3
M,33,caucasian,College,<25K,West,City Hotel,3,1,0,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,134,100,1,8,0,0,4
F,69,caucasian,High-School,25K --50K,South,Resort,2,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,No,0,174,19,1,8,0,0,4
F,59,Asian American,College,25K --50K,South,Resort,1,3,1,BB,Yes,No,No Deposit,Online,Yes,No-Show,Yes,10,121,201,1,8,0,0,5
F,50,Latino,High-School,25K --50K,East,Resort,1,2,1,HB,Yes,No,No Deposit,Online,No,No-Show,Yes,30,204,18,1,8,0,0,4
F,65,Asian American,College,25K --50K,North,Airport Hotels,3,1,1,FB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,174,212,1,8,0,0,5
F,29,African American,Grad,25K --50K,North,Airport Hotels,2,2,0,BB,No,No,Refundable,Online,Yes,Canceled,No,0,172,176,2,8,2,0,4
M,65,Asian American,High-School,50K -- 100K,South,Airport Hotels,1,2,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,115,207,1,8,0,0,3
M,33,African American,Mid-School,25K --50K,West,Resort,3,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,15,108,158,1,8,0,0,5
M,49,caucasian,Mid-School,25K --50K,North,City Hotel,5,1,0,FB,No,No,Refundable,Online,Yes,Canceled,Yes,25,196,4,1,8,0,0,6
M,22,Asian American,Mid-School,50K -- 100K,North,Airport Hotels,4,2,0,FB,Yes,No,Refundable,Direct,No,Canceled,Yes,5,171,214,3,8,0,0,6
M,23,caucasian,Grad,>100K,East,Airport Hotels,2,1,0,FB,No,No,Refundable,Online,Yes,Canceled,Yes,5,224,132,1,8,0,0,3
F,54,caucasian,Mid-School,25K --50K,South,City Hotel,4,2,0,HB,Yes,Yes,Refundable,Agent,Yes,No-Show,Yes,5,231,43,2,8,0,0,6
F,41,Asian American,High-School,<25K,North,Resort,1,2,0,HB,Yes,No,No Deposit,Direct,No,Check-Out,No,0,170,19,1,8,0,0,3
M,19,Latino,College,<25K,South,City Hotel,1,1,0,BB,No,No,Refundable,Online,Yes,Canceled,Yes,10,161,112,4,8,0,0,2
F,20,Asian American,Grad,25K --50K,North,Resort,2,2,2,FB,Yes,No,No Deposit,Agent,No,Check-Out,No,0,185,119,4,8,0,0,6
F,53,Latino,College,50K -- 100K,West,Airport Hotels,1,1,0,BB,No,No,No Deposit,Direct,No,Check-Out,No,0,208,103,1,8,0,0,2
F,32,caucasian,College,>100K,South,City Hotel,1,2,0,HB,Yes,No,No Deposit,Agent,Yes,Canceled,No,0,103,25,3,8,0,0,3
M,24,Latino,Grad,25K --50K,East,Airport Hotels,1,2,0,FB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,10,202,36,2,8,0,0,3
F,24,Asian American,College,50K -- 100K,South,Airport Hotels,4,1,2,FB,No,No,No Deposit,Agent,No,Check-Out,Yes,40,167,196,1,8,0,0,7
F,46,African American,Mid-School,25K --50K,South,City Hotel,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,228,40,2,8,0,0,4
F,28,African American,Grad,<25K,North,Airport Hotels,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,15,110,89,3,8,0,0,4
F,36,African American,College,25K --50K,West,Resort,1,2,1,BB,Yes,No,Refundable,Online,Yes,No-Show,Yes,10,229,62,1,8,0,0,4
F,26,caucasian,College,25K --50K,South,Resort,2,3,0,HB,No,No,No Deposit,Online,Yes,Check-Out,No,0,156,209,1,8,0,0,5
M,41,caucasian,Mid-School,50K -- 100K,South,Resort,2,2,1,HB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,154,40,2,8,0,0,5
M,25,Latino,Mid-School,25K --50K,South,Resort,2,3,0,FB,Yes,No,No Deposit,Direct,Yes,Canceled,Yes,10,238,136,2,8,0,0,5
M,31,Asian American,Mid-School,50K -- 100K,North,Resort,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,139,106,1,8,3,0,3
M,33,African American,Mid-School,<25K,East,Resort,4,1,0,FB,No,No,No Deposit,Direct,Yes,No-Show,Yes,40,199,189,1,8,0,0,5
M,33,African American,Grad,25K --50K,West,Resort,3,1,1,FB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,15,229,71,1,8,1,0,5
M,40,African American,Grad,<25K,North,Resort,4,1,0,FB,Yes,No,Refundable,Online,Yes,Canceled,Yes,10,173,140,3,8,0,0,5
F,35,Asian American,Mid-School,<25K,North,Resort,1,2,0,HB,No,No,Non-Refundable,Agent,Yes,Check-Out,Yes,20,167,106,2,8,0,0,3
M,62,Asian American,Mid-School,50K -- 100K,South,Airport Hotels,1,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,No,0,217,153,2,8,0,0,2
F,42,caucasian,High-School,25K --50K,South,City Hotel,5,2,2,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,10,101,41,2,8,0,0,9
F,18,African American,Grad,<25K,South,Airport Hotels,2,2,2,BB,Yes,No,Non-Refundable,Direct,Yes,Canceled,Yes,10,117,144,3,8,0,0,6
M,55,Latino,College,25K --50K,South,Airport Hotels,3,1,0,FB,No,No,No Deposit,Agent,Yes,Canceled,Yes,10,116,40,1,8,0,0,4
F,60,caucasian,Grad,25K --50K,North,Airport Hotels,4,2,0,HB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,20,121,192,1,8,1,0,6
M,51,African American,College,50K -- 100K,East,City Hotel,1,1,2,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,10,199,78,1,8,1,0,4
F,68,Asian American,College,50K -- 100K,East,Airport Hotels,1,3,2,FB,No,No,No Deposit,Online,No,Canceled,Yes,20,171,169,1,8,1,0,6
F,54,Asian American,College,25K --50K,South,Resort,2,1,0,HB,Yes,No,No Deposit,Agent,Yes,Check-Out,No,0,235,118,3,8,1,0,3
M,19,caucasian,Grad,50K -- 100K,West,Resort,5,2,0,BB,Yes,No,No Deposit,Direct,No,Check-Out,Yes,25,152,30,2,8,1,0,7
